accession_number,dataset_url,dataset_name,num_subjects,modalities,dx_status,ages,doi_of_papers_from_source_data_lab,doi_of_paper_published_using_openneuro_dataset,senior_author
ds004441,https://openneuro.org/datasets/ds004441/versions/1.0.1,Rat_diffusion_STZ,24,MRI - anat,,,https://doi.org/10.1016/j.neuroimage.2020.117498,"Catarina Tristao Pereira, Yujian Diao, Ting Yin, Analina R da Silva, Bernard Lanz, Katarzyna Pierzchala Carole Poitry-Yamate and Ileana O Jelescu, Synchronous nonmonotonic changes in functional connectivity and white matter integrity in a rat model of sporadic Alzheimers disease. NeuroImage 225 (2021) 117498; Yujian Diao and Ileana O Jelescu, Parameter estimation for WMTI-Watson model of white matter using encoder–decoder recurrent neural network. Magn Reson Med, 2023;89(3):1193-1206.","Jelescu, Ileana O"
ds004443,https://openneuro.org/datasets/ds004443/versions/1.0.0,Identifying cortical areas that underlie the transformation from 2D retinal to 3D head-centric motion signals,9,"MRI - func, MRI - anat",,"18-25, 26-34, 35-50",,,"Rokers, Bas"
ds004444,https://openneuro.org/datasets/ds004444/versions/1.0.1,The BMI-HDEEG dataset 1,30,EEG,,"18-25, 26-34",,,"Ushiba, Junichi"
ds004446,https://openneuro.org/datasets/ds004446/versions/1.0.1,The BMI-HDEEG dataset 2,30,EEG,,"18-25, 26-34",,,"Ushiba, Junichi"
ds004447,https://openneuro.org/datasets/ds004447/versions/1.0.1,The BMI-HDEEG dataset 3,22,EEG,,"18-25, 26-34",,,"Ushiba, Junichi"
ds004448,https://openneuro.org/datasets/ds004448/versions/1.0.2,The BMI-HDEEG dataset 4,56,EEG,,"18-25, 26-34, 35-50, 51-65",,,"Ushiba, Junichi"
ds004450,https://openneuro.org/datasets/ds004450/versions/1.0.1,EFR01,3,"MRI - func, MRI - anat","Healthy, ADHD, PS",,,,"updated, Will be"
ds004455,https://openneuro.org/datasets/ds004455/versions/1.1.0,magic_carpet,94,"MRI - func, MRI - anat",,,,,"Hare, Todd A."
ds004456,https://openneuro.org/datasets/ds004456/versions/1.0.1,Bilingual speech production with functional localizers,42,"MRI - func, MRI - anat",,"18-25, 26-34",,,"Wodniecka, Zofia"
ds004457,https://openneuro.org/datasets/ds004457/versions/1.0.2,Electrical stimulation of temporal and limbic circuitry produces distinct responses in human ventral temporal cortex,5,iEEG,Epilepsy,"11-17, 18-25, 26-34, 35-50",https://doi.org/10.1523/JNEUROSCI.1325-22.2023,,"Hermes, Dora"
ds004458,https://openneuro.org/datasets/ds004458/versions/1.0.1,Highresolution developement,2,"MRI - func, MRI - anat",,,,,"Huber, Renzo"
ds004460,https://openneuro.org/datasets/ds004460/versions/1.1.0,EEG and motion capture data set for a full-body/joystick rotation task,20,EEG,,"18-25, 26-34",https://doi.org/10.1038/s41598-021-97749-8,"Gramann, K., Hohlefeld, F.U., Gehrke, L. et al. Human cortical dynamics during full-body heading changes. Sci Rep 11, 18186 (2021). https://doi.org/10.1038/s41598-021-97749-8","Klug, M"
ds004465,https://openneuro.org/datasets/ds004465/versions/1.0.0,functional MRI of sleeping pigeons,15,"MRI - func, MRI - anat",Healthy / Control,,,,"Rattenborg, Niels C."
ds004466,https://openneuro.org/datasets/ds004466/versions/1.0.2,Mapping the Connectome of Synaesthesia: An Open Access MRI Dataset,127,"MRI - func, MRI - anat",,"18-25, 26-34, 35-50, 51-65, 66+",,,"Ward, Jamie"
ds004467,https://openneuro.org/datasets/ds004467/versions/1.0.0,MRI data from 20 adults in response to videos of dialogue and monologue from Sesame Street,18,"MRI - func, MRI - anat",,"18-25, 26-34",,,"Saxe, Rebecca"
ds004469,https://openneuro.org/datasets/ds004469/versions/1.1.4,Temporal Lobe Epilepsy - UNAM,66,"MRI - func, MRI - anat",epilepsy,"11-17, 18-25, 26-34, 35-50, 51-65",10.1101/2022.08.02.22278343,,"Concha, Luis"
ds004470,https://openneuro.org/datasets/ds004470/versions/1.0.1,Stereotactic Neurosurgery Dataset (SNSX),32,MRI - anat,,"18-25, 26-34, 35-50, 51-65, 66+",https://doi.org/10.1002/hbm.25137,https://doi.org/10.1002/hbm.25137,"Khan, Ali R."
ds004471,https://openneuro.org/datasets/ds004471/versions/1.0.1,London Heath Sciences Center Parkinson's Disease Dataset (LHSCPD),40,MRI - anat,,"35-50, 51-65, 66+",10.1007/s00429-021-02408-3,10.1007/s00429-021-02408-3,"Lau, Jonathan C."
ds004473,https://openneuro.org/datasets/ds004473/versions/1.0.2,sEEG Forced Two-Choice Task,8,"MRI - anat, iEEG",Epilepsy,"26-34, 35-50",10.1088/1741-2552/acae0a,10.1088/1741-2552/acae0a,"Swann, Nicole C."
ds004475,https://openneuro.org/datasets/ds004475/versions/1.0.3,,30,"MRI - anat, EEG",,,,,"Ferris, Daniel P."
ds004477,https://openneuro.org/datasets/ds004477/versions/1.0.2,PES - Pandemic Emergency Scenario,9,EEG,Healthy / Control,,https://doi.org/10.3389/fnhum.2019.00013,,"Poli, Riccardo"
ds004478,https://openneuro.org/datasets/ds004478/versions/1.0.2,Neural activity induced by sensory stimulation can drive large-scale cerebrospinal fluid flow during wakefulness in humans,6,"MRI - func, MRI - anat",Healthy / Control,"18-25, 26-34",,,"Diamandis, Zachary"
ds004482,https://openneuro.org/datasets/ds004482/versions/1.0.0,ABSeqfMRI,23,"MRI - func, MRI - anat",Healthy / Control,"18-25, 26-34, 35-50",https://doi.org/10.1101/2022.10.15.512361,https://doi.org/10.1101/2022.10.15.512361,"Dehaene, Stanislas"
ds004483,https://openneuro.org/datasets/ds004483/versions/1.0.0,ABSeqMEG,19,MEG,Healthy / Control,,https://doi.org/10.1101/2022.10.15.512361v1,https://doi.org/10.1101/2022.10.15.512361v1,"Dehaene, Stanislas"
ds004484,https://openneuro.org/datasets/ds004484/versions/1.0.1,Neural activity induced by sensory stimulation can drive large-scale cerebrospinal fluid flow during wakefulness in humans,20,"MRI - func, MRI - anat",,"18-25, 26-34, 35-50",,,"Lewis, Laura D."
ds004488,https://openneuro.org/datasets/ds004488/versions/1.1.1,A large-scale fMRI dataset for human action recognition,30,"MRI - func, MRI - anat",,"18-25, 26-34",,,"Zhen, Zonglei"
ds004489,https://openneuro.org/datasets/ds004489/versions/1.0.1,Raw data for Engaging in word recognition elicits highly specific modulations in visual cortex,15,"MRI - func, MRI - anat",Healthy / Control,"18-25, 26-34",https://doi.org/10.1101/2022.10.10.511419,https://doi.org/10.1101/2022.10.10.511419,"Yeatman, Jason D."
ds004493,https://openneuro.org/datasets/ds004493/versions/1.0.2,Neural activity induced by sensory stimulation can drive large-scale cerebrospinal fluid flow during wakefulness in humans,16,"MRI - func, MRI - anat",,"18-25, 26-34",,,"Lewis, Laura D."
ds004495,https://openneuro.org/datasets/ds004495/versions/1.0.0,Episodic and Semantic Memory fMRI Dataset,40,MRI - func,,"18-25, 26-34, 35-50",,,"Henson, Rik"
ds004496,https://openneuro.org/datasets/ds004496/versions/2.1.2,NaturalObejctDataset,30,"MRI - func, MRI - anat",,"18-25, 26-34",,,"Zhen, Zonglei"
ds004498,https://openneuro.org/datasets/ds004498/versions/1.0.0,Perinatal Stroke,1,"MRI - func, MRI - dwi, MRI - anat",Healthy / Control,45613,https://doi.org/10.1101/2022.10.26.513940 https://doi.org/10.1093/cercor/bhab387,,"Timothy Laumann, Ph.D."
ds004499,https://openneuro.org/datasets/ds004499/versions/1.0.3,Multi-echo simultaneous multislice fMRI dataset: Effect of acquisition parameters on fMRI data,50,"MRI - func, MRI - anat",Healthy / Control,"18-25, 26-34, 35-50",10.1002/hbm.25698,,"Tomas, Slavicek"
ds004502,https://openneuro.org/datasets/ds004502/versions/1.0.1,Anticipatory differences between Attention and Expectation,48,EEG,,"18-25, 26-34",,,"Ruz, Maria"
ds004504,https://openneuro.org/datasets/ds004504/versions/1.0.8,"A dataset of 88 EEG recordings from: Alzheimer's disease, Frontotemporal dementia and Healthy subjects",88,EEG,Alzheimers,,"https://doi.org/10.3390/diagnostics11081437 , https://doi.org/10.1016/j.compeleceng.2019.03.018","Analysis of electroencephalographic signals complexity regarding Alzheimer's Disease, Alzheimer’s Disease and Frontotemporal Dementia: A Robust Classification Method of EEG Signals and a Comparison of Validation Methods","Tzallas, Alexandros T."
ds004505,https://openneuro.org/datasets/ds004505/versions/1.0.4,Real World Table Tennis,25,"MRI - anat, EEG",Healthy / Control,,,,"Ferris, Daniel P."
ds004507,https://openneuro.org/datasets/ds004507/versions/1.1.0,PMJ BIDS Dataset,10,MRI - anat,Healthy / Control,"18-25, 26-34",,,"Cohen-Adad, J."
ds004509,https://openneuro.org/datasets/ds004509/versions/1.0.0,Extensive topographic remapping and functional sharpening in the adult rat visual pathway upon first visual experience,20,"MRI - func, MRI - anat",control vs Dark reared,,10.1101/2022.06.20.496863,,"Shemesh, Noam"
ds004510,https://openneuro.org/datasets/ds004510/versions/1.1.0,An fMRI dataset for testing semantic language decoders,3,MRI - func,,"18-25, 26-34, 35-50",,,"Huth, Alexander G."
ds004511,https://openneuro.org/datasets/ds004511/versions/1.0.2,Deception_data,45,EEG,Healthy / Control,"18-25, 26-34, 35-50",https://doi.org/10.3758/s13428-020-01516-y,,"Lau, Zen Juen"
ds004513,https://openneuro.org/datasets/ds004513/versions/1.0.4,The energetic costs of the human connectome,20,"MRI - dwi, MRI - anat, MRI - func, PET",Healthy / Control,"18-25, 26-34, 35-50, 51-65",,,"Riedl, Valentin"
ds004515,https://openneuro.org/datasets/ds004515/versions/1.0.0,EEG: Alcohol imagery reinforcement learning task with light and heavy drinker participants,54,EEG,Heavy drinking,"18-25, 26-34, 35-50, 51-65",,pending,"Cavanagh, James F"
ds004516,https://openneuro.org/datasets/ds004516/versions/2.0.1,Individual differences in neural event segmentation of continuous experiences,43,"MRI - func, MRI - anat",Healthy / Control,,https://doi.org/10.1101/2022.09.09.507003,,"Finn, Emily S."
ds004519,https://openneuro.org/datasets/ds004519/versions/1.0.1,EsterAndNouri2023,40,EEG,,,https://www.biorxiv.org/content/10.1101/2022.07.05.498906v4.abstract,,"Nouri, Asal"
ds004520,https://openneuro.org/datasets/ds004520/versions/1.0.1,EsterPytel2023,33,EEG,,,https://www.biorxiv.org/content/10.1101/2022.08.12.503778v3.abstract,,"Pytel, Paige"
ds004521,https://openneuro.org/datasets/ds004521/versions/1.0.1,Changes in behavioral priority influence the accessibility of working memory content - Experiment 2,34,EEG,,,https://www.biorxiv.org/content/10.1101/2022.08.12.503778v3.abstract,,"Pytel, Paige"
ds004529,https://openneuro.org/datasets/ds004529/versions/1.1.1,"Modeling Face Recognition in the Predictive Coding Framework:
A Combined Computational Modeling and Functional Imaging Study - Stage 2",34,"MRI - func, MRI - anat",,"18-25, 26-34",https://osf.io/tye24/,,"Jansen, Andreas"
ds004532,https://openneuro.org/datasets/ds004532/versions/1.2.0,EEG: Probabilistic Selection Task (PST) + PST with Cabergoline Challenge,110,EEG,Healthy / Control,"18-25, 26-34",doi:10.1038/ncomms6394,,"Frank, Michael J"
ds004533,https://openneuro.org/datasets/ds004533/versions/1.0.0,Ironia VEV,45,"MRI - func, MRI - anat",Healthy / Control,"18-25, 26-34, 35-50",,,"Ibarra, Cristian"
ds004539,https://openneuro.org/datasets/ds004539/versions/1.1.1,TODO: name of the dataset,10,"MRI - func, MRI - anat",,"18-25, 26-34",,,"Goebel, Rainer"
ds004542,https://openneuro.org/datasets/ds004542/versions/1.0.0,Social interaction dyads,4,"MRI - func, MRI - anat",Healthy / Control,"18-25, 26-34",https://doi.org/10.31234/osf.io/x3avb,,"Isik, Leyla"
ds004544,https://openneuro.org/datasets/ds004544/versions/1.0.0,An fMRI Investigation of the Neurocognitive Processing of Strategies and Measures,38,"MRI - func, MRI - anat",,,,,"Williams, Jeff"
ds004551,https://openneuro.org/datasets/ds004551/versions/1.0.6,testMIproject,114,iEEG,,"0-10, 11-17, 18-25, 26-34, 35-50",,,"Asano, Eishi"
ds004552,https://openneuro.org/datasets/ds004552/versions/1.0.1,Network-specific metabolic and hemodynamic effects elicited by non-invasive brain stimulation,1,MRI - anat,,,,1,"Rodrigo M. Braga, PhD"
ds004553,https://openneuro.org/datasets/ds004553/versions/1.0.1,Learning rules of engagement for social exchange within and between groups,50,"MRI - func, MRI - anat",,,,,"Dreu, Carsten de"
ds004554,https://openneuro.org/datasets/ds004554/versions/1.0.4,Forced Picture Naming Task,16,EEG,Healthy / Control,,10.3934/mbe.2023507,,"Beuter, Q. Mesnildrey and A."
ds004556,https://openneuro.org/datasets/ds004556/versions/1.0.1,The role of superstition of cognitive control during neurofeedback training - part 1,53,"MRI - anat, MRI - func",,"18-25, 26-34, 35-50, 51-65",,,"Wood, Guilherme"
ds004557,https://openneuro.org/datasets/ds004557/versions/1.1.0,The role of superstition of cognitive control during neurofeedback training - part 2,35,"MRI - anat, MRI - func",,"18-25, 26-34, 35-50",,,"Wood, Guilherme"
ds004560,https://openneuro.org/datasets/ds004560/versions/1.0.1,The Phantom of Bern: repeated scans of two volunteers with eight different combinations of MR sequence parameters,2,MRI - anat,Healthy / Control,,https://doi.org/10.1016/j.neurad.2023.04.003,,"Rummel, C."
ds004561,https://openneuro.org/datasets/ds004561/versions/1.0.0,Illusion of Agency over Electrically-Actuated Movements,23,EEG,Healthy / Control,18-25,,,"Nusbaum, Howard"
ds004562,https://openneuro.org/datasets/ds004562/versions/1.0.4,MVPA for motor adaptation,23,"MRI - func, MRI - anat",,"18-25, 26-34",,,"Jeong, Jaeseung"
ds004563,https://openneuro.org/datasets/ds004563/versions/1.0.1,Vicarious touch: overlapping neural patterns between seeing and feeling touch,40,EEG,,"11-17, 18-25, 26-34, 35-50",https://doi.org/10.1101/2022.06.21.497107,https://doi.org/10.1101/2022.06.21.497107,"Rich, Anina N"
ds004564,https://openneuro.org/datasets/ds004564/versions/1.0.1,Demo,2,"MRI - func, MRI - anat",,,,,"Wernicke, Carl"
ds004569,https://openneuro.org/datasets/ds004569/versions/1.0.0,A high-density diffuse optical tomography dataset of naturalistic viewing,58,MRI - func,,"18-25, 26-34, 35-50, 51-65, 66+",,,"Peelle, Jonathan E."
ds004572,https://openneuro.org/datasets/ds004572/versions/1.2.3,OTKA PLB-HYP Study1,52,EEG,Healthy / Control,,,,"Farahzadi, Yeganeh"
ds004574,https://openneuro.org/datasets/ds004574/versions/1.0.0,Cross-modal Oddball Task.,146,EEG,Parkinson's disease,,10.1101/2022.07.26.22278079,,"nandakumar-narayanan@uiowa.edu, Nandakumar Narayanan"
ds004577,https://openneuro.org/datasets/ds004577/versions/1.0.1,Dataset containing resting EEG for a sample of 103 normal infants in the first year of life,103,EEG,Healthy / Control,,"DOI: 10.1016/j.earlhumdev.2011.05.010, DOI: 10.1016/j.neuroimage.2011.11.001, https://doi.org/10.1016/j.neuroimage.2022.119035","Otero GA, Harmony T, Pliego-Rivero FB, Ricardo-Garcell J, Bosch-Bayard J, Porcayo-Mercado R, Fernández-Bouzas A, Díaz-Comas L, Galán L, Vieyra-Reyes P, Fernández T. QEEG norms for the first year of life. Early Hum Dev, 87: 691-703, 2011. DOI: 10.1016/j.earlhumdev.2011.05.010;  92.;	Bosch-Bayard J, Biscay RJ, Fernandez T, Otero GA, Ricardo-Garcell J, Aubert-Vazquez E, Evans AC, Harmony T. EEG effective connectivity during the first year of life mirrors brain synaptogenesis, myelination, and early right hemisphere predominance. NeuroImage 252 (2022) 119035. https://doi.org/10.1016/j.neuroimage.2022.119035; 92.	Bosch-Bayard Jorge, Valdés-Sosa Pedro A., Fernandez T., Otero G., Pliego Rivero B., Ricardo-Garcell J., González-Frankenberger B., Galán-García L., Fernandez-Bouzas A., Aubert-Vazquez E., Lage-Castellanos A., Rodríguez-Valdés R., Harmony, T. 3D Statistical Parametric Mapping of quiet sleep EEG in the first year of life. Neuroimage, 59: 3297–3308, 2012. DOI: 10.1016/j.neuroimage.2011.11.001","México), Lourdes Cubero-Rego (Neurodevelopment Research Unit; Instituto de Neurobiología; Universidad Nacional Autónoma de"
ds004579,https://openneuro.org/datasets/ds004579/versions/1.0.0,Interval Timing Task,139,EEG,Parkinson's disease; control,,doi.org/10.1101/2022.07.26.22278079,https://doi.org/10.1101/2022.07.26.22278079,"nandakumar-narayanan@uiowa.edu, Nandakumar Narayanan"
ds004580,https://openneuro.org/datasets/ds004580/versions/1.0.0,Simon-conflict Task.,147,EEG,Parkinson's; control,,doi.org/10.1101/2022.07.26.22278079,https://www.medrxiv.org/content/10.1101/2022.07.26.22278079v1.full,"nandakumar-narayanan@uiowa.edu, Nandakumar Narayanan"
ds004581,https://openneuro.org/datasets/ds004581/versions/2.0.1,A Comparison of Structural Brain Differences in Monolingual and Highly Proficient Multilingual Speakers,30,"MRI - dwi, MRI - anat",,"18-25, 26-34",,,"Corina, David P."
ds004582,https://openneuro.org/datasets/ds004582/versions/1.0.0,FakeFaceEmo_data,73,EEG,Healthy / Control,"18-25, 26-34, 35-50",,,"Ngoi, Zi Liang"
ds004584,https://openneuro.org/datasets/ds004584/versions/1.0.0,Rest eyes open,149,EEG,Parkinson's disease; control,,doi.org/10.21203/rs.3.rs-2666578/v1,doi.org/10.21203/rs.3.rs-2666578/v1,"nandakumar-narayanan@uiowa.edu, Nandakumar Narayanan"
ds004587,https://openneuro.org/datasets/ds004587/versions/1.0.0,IllusionGameEEG_data,103,EEG,,"18-25, 26-34, 35-50",,,"Ngoi, Zi Liang"
ds004588,https://openneuro.org/datasets/ds004588/versions/1.2.0,Neuma,42,EEG,,,,,"Kompatsiaris, Ioannis"
ds004589,https://openneuro.org/datasets/ds004589/versions/1.0.0,fMRI Investigations of Individual Differences on Memory Activation for Faces and Words: The Effects of Handedness and Phenomenal Experience,99,"MRI - func, MRI - anat",,"18-25, 26-34, 35-50",,,"Kirwan, C. Brock"
ds004590,https://openneuro.org/datasets/ds004590/versions/1.0.0,ds004590,4,"MRI - func, MRI - anat",Healthy / Control,"18-25, 26-34",https://doi.org/10.1101/2023.01.09.523096,,"Kuhl, Brice"
ds004592,https://openneuro.org/datasets/ds004592/versions/1.0.1,SONG dataset,27,"MRI - func, MRI - anat",Healthy / Control,"18-25, 26-34",https://doi.org/10.1101/2022.11.05.515307,https://doi.org/10.1101/2022.11.05.515307,"Rosenberg, Monica D."
ds004594,https://openneuro.org/datasets/ds004594/versions/1.0.1,Brain surface fingerprints,20,"MRI - func, MRI - anat",,,,,"Caulfield, M. Kathleen"
ds004595,https://openneuro.org/datasets/ds004595/versions/1.0.0,EEG: RL Task (3-Armed Bandit) with alcohol cues in hazardous drinkers and ctls,53,EEG,Alcohol Use,"18-25, 26-34, 35-50, 51-65",https://sites.google.com/site/crclunm/publications-and-press,pending,"Cavanagh, James F"
ds004597,https://openneuro.org/datasets/ds004597/versions/2.0.0,Gloups,27,"MRI - func, MRI - anat",,"18-25, 26-34",,,"Anton, Jean-Luc"
ds004598,https://openneuro.org/datasets/ds004598/versions/1.0.0,LFP during linear track in 6-month old TgF344-AD rats,9,EEG,Alzheimers,,,1,"Georgios, Keliris A."
ds004602,https://openneuro.org/datasets/ds004602/versions/1.0.1,Registerd Replication Report of ERN/Pe Psychometrics,182,EEG,Healthy / Control,,,,"Larson, Michael J"
ds004603,https://openneuro.org/datasets/ds004603/versions/1.1.0,Visual Attribute-Specific Contextual Trajectory Paradigm,37,EEG,Healthy / Control,"11-17, 18-25, 26-34",,,"(dr.pat.johnston@icloud.com), Patrick Johnston"
