Dataset Name,Link,Paper Link,Source / Institutions (Location),Ethics Approval,Is Age Explicitly Documented,Age Documented How,Is Age Complete,Patient Demographics / Covariates / Metadata,Sample Size,Imaging Modality(ies),Peds vs. Adult,Organ / Body Part
ds005360,https://openneuro.org/datasets/ds005360/versions/1.0.0,http://dx.doi.org/10.1002/hbm.26785,"# Hormone Health Study (HHS)

The Hormone Health Study (HHS) at the University of California, Santa Barbara was designed to probe an understudied question relevant to half of the world's population: how does the menstrual cycle impact the human nervous system?
To uncover answers, we applied state-of-the-art neuroimaging and physiological recording techniques to assess how human physiology, behavior, and brain structure and function co-fluctuate with naturally cycling hypothalamic-pituitary-gonadal (HPG)-axis hormones across 3 estimated cycle phases: menses, ovulation, and mid-luteal
Available from Dissertations & Theses @ University of California",UC Santa Barbara Human Subject's Committee protocol # 40-22-0249,True,Patient-Level,True,"Avg. Age: 21.50 years
Age Range: 18.00 to 28.00 years","Patients: 22
Sequences: 22",MRI,Adult,Brain
ds005364,https://openneuro.org/datasets/ds005364/versions/1.0.0,https://doi.org/10.1101/2024.05.01.24306655,,,True,Patient-Level,True,"Avg. Age: 41.64 years
Age Range: 19.00 to 66.00 years","Patients: 100
Sequences: 100",MRI,Adult,Brain
ds005365,https://openneuro.org/datasets/ds005365/versions/1.0.1,,,Brighton and Sussex Medical School (BSMS) Research Governance and Ethics Committee,True,Patient-Level,True,"Avg. Age: 32.00 years
Age Range: 32.00 to 32.00 years","Patients: 1
Sequences: 1",MRI,Adult,Brain
ds005366,https://openneuro.org/datasets/ds005366/versions/1.2.0,,,All data was collected within studies approved bythe Medical Ethical Committee of the Utrecht University Medical Center in accordance with the Declaration of Helsinki (2013). Data is fully anonymous.,True,Patient-Level,True,"Avg. Age: 35.53 years
Age Range: 6.00 to 89.00 years","Patients: 155
Sequences: 155",MRI,"Peds, Adult (>80.0%)",Brain
ds005371,https://openneuro.org/datasets/ds005371/versions/1.1.3,,,The Weill Cornell Medicine Institutional Review Board granted ethical approval for this study (protocol #0807009883),True,Patient-Level,True,"Avg. Age: 38.38 years
Age Range: 19.00 to 74.00 years","Patients: 16
Sequences: 16",MRI,Adult,Brain
ds005374,https://openneuro.org/datasets/ds005374/versions/1.0.1,,,,True,Patient-Level,True,"Avg. Age: 46.93 years
Age Range: 20.00 to 74.00 years","Patients: 43
Sequences: 43",MRI,Adult,Brain
ds005375,https://openneuro.org/datasets/ds005375/versions/1.0.0,,,,False,,,,"Patients: 58
Sequences: 58",MRI,,Brain
ds005381,https://openneuro.org/datasets/ds005381/versions/1.0.0,,,,True,Task/Data Description,,Age Range: 18.00 to 34.00 years,"Patients: 50
Sequences: 50",MRI,Adult,Brain
ds005386,https://openneuro.org/datasets/ds005386/versions/1.0.0,,,,False,,,,"Patients: 52
Sequences: 52",MRI,,Brain
ds005401,https://openneuro.org/datasets/ds005401/versions/1.1.1,,,,True,Task/Data Description,,Age Range: 26.00 to 66.00 years,"Patients: 59
Sequences: 59",MRI,Adult,Brain
ds005412,https://openneuro.org/datasets/ds005412/versions/1.0.0,,,,True,Patient-Level,True,"Avg. Age: 13.00 years
Age Range: 13.00 to 13.00 years","Patients: 1
Sequences: 1",MRI,Peds,Brain
ds005415,https://openneuro.org/datasets/ds005415/versions/1.0.0,,,,False,,,,"Patients: 13
Sequences: 13",MRI,,Brain
ds005418,https://openneuro.org/datasets/ds005418/versions/3.2.0,,,,True,Patient-Level,True,"Avg. Age: 35.20 years
Age Range: 23.00 to 67.00 years","Patients: 35
Sequences: 35",MRI,Adult,Brain
ds005422,https://openneuro.org/datasets/ds005422/versions/1.0.1,,,,False,,,,"Patients: 1
Sequences: 1",MRI,,Brain
ds005427,https://openneuro.org/datasets/ds005427/versions/1.1.1,,,,False,,,,"Patients: 20
Sequences: 20",MRI,,Brain
ds005449,https://openneuro.org/datasets/ds005449/versions/1.0.0,,,,True,Task/Data Description,,Age Range: 18.00 to 34.00 years,"Patients: 122
Sequences: 122",MRI,Adult,Brain
ds005450,https://openneuro.org/datasets/ds005450/versions/0.9.0,,,,False,,,,"Patients: 51
Sequences: 51",MRI,,Brain
ds005454,https://openneuro.org/datasets/ds005454/versions/1.0.0,,,,True,Patient-Level,True,"Avg. Age: 33.20 years
Age Range: 27.00 to 40.00 years","Patients: 5
Sequences: 5",MRI,Adult,Brain
ds005455,https://openneuro.org/datasets/ds005455/versions/1.1.5,,,This study was approved by the Institutional Review Board of the Imaging Center for Brain Research of Beijing Normal University under Protocol Number ICBIR_A_0012_003.,True,Patient-Level,True,"Avg. Age: 22.17 years
Age Range: 18.00 to 30.00 years","Patients: 77
Sequences: 77",MRI,Adult,Brain
ds005464,https://openneuro.org/datasets/ds005464/versions/1.0.1,,,,True,Patient-Level,True,"Avg. Age: 22.93 years
Age Range: 18.00 to 30.00 years","Patients: 29
Sequences: 29",MRI,Adult,Brain
ds005468,https://openneuro.org/datasets/ds005468/versions/1.0.2,,,,True,Patient-Level,True,"Avg. Age: 21.38 years
Age Range: 19.00 to 25.00 years","Patients: 24
Sequences: 24",MRI,Adult,Brain
ds005469,https://openneuro.org/datasets/ds005469/versions/2.0.0,,,,True,Patient-Level,True,"Avg. Age: 23.35 years
Age Range: 18.00 to 32.00 years","Patients: 43
Sequences: 43",MRI,Adult,Brain
ds005479,https://openneuro.org/datasets/ds005479/versions/1.0.2,https://doi.org/10.1016/j.bbr.2023.114640,,"The described protocol was approved by Rector's Committee for the Ethics of Research Involving Human Participants at the University of Warsaw (decision no. 230/2023) and was performed in accordance with the Declaration of Helsinki (World Medical Association, 2008).",True,Patient-Level,True,"Avg. Age: 24.43 years
Age Range: 20.00 to 30.00 years","Patients: 37
Sequences: 37",MRI,Adult,Brain
ds005492,https://openneuro.org/datasets/ds005492/versions/1.0.0,,,,False,,,,"Patients: 35
Sequences: 35",MRI,,Brain
ds005496,https://openneuro.org/datasets/ds005496/versions/1.0.1,,,,False,,,,"Patients: 6
Sequences: 6",MRI,,Brain
ds005497,https://openneuro.org/datasets/ds005497/versions/1.0.0,,,,False,,,,"Patients: 19
Sequences: 19",MRI,,Brain
ds005498,https://openneuro.org/datasets/ds005498/versions/1.1.1,https://doi.org/10.1101/2024.09.25.614833,,Stanford IRB-31244,True,Patient-Level,True,"Avg. Age: 31.12 years
Age Range: 18.00 to 61.00 years","Patients: 152
Sequences: 152",MRI,Adult,Brain
ds005503,https://openneuro.org/datasets/ds005503/versions/1.1.4,,,Procedures were approved by the ethical committee of the Department of Education and Psychology at Freie Universität Berlin and were in accordance with the Declaration of Helsinki.,True,Patient-Level,True,"Avg. Age: 25.83 years
Age Range: 23.00 to 30.00 years","Patients: 6
Sequences: 6",MRI,Adult,Brain
ds005504,https://openneuro.org/datasets/ds005504/versions/1.0.0,https://doi.org/10.1101/2024.02.05.578942,,,True,Patient-Level,True,"Avg. Age: 78.94 years
Age Range: 61.00 to 84.00 years","Patients: 68
Sequences: 68",MRI,Adult,Brain
ds005518,https://openneuro.org/datasets/ds005518/versions/1.0.1,,,All procedures were approved by the HSE Committee on Interuniversity Surveys and Ethical Assessment of Empirical Research (Protocol № 74).,True,Patient-Level,True,"Avg. Age: 21.42 years
Age Range: 18.00 to 32.00 years","Patients: 50
Sequences: 50",MRI,Adult,Brain
ds005525,https://openneuro.org/datasets/ds005525/versions/1.0.0,,,,True,Patient-Level,True,"Avg. Age: 36.18 years
Age Range: 24.00 to 46.00 years","Patients: 11
Sequences: 11",MRI,Adult,Brain
ds005529,https://openneuro.org/datasets/ds005529/versions/1.0.1,,,,False,,,,"Patients: 186
Sequences: 186",MRI,,Brain
ds005530,https://openneuro.org/datasets/ds005530/versions/1.0.8,,,Ethics Committee of the School of Psychology at Cardiff University,True,Patient-Level,True,"Avg. Age: 25.11 years
Age Range: 21.00 to 32.00 years","Patients: 18
Sequences: 18",MRI,Adult,Brain
ds005531,https://openneuro.org/datasets/ds005531/versions/1.0.0,,,The ethics and safety committees of the National Institute of Information and Communications Technology approved the experimental protocol.,True,Patient-Level,True,"Avg. Age: 28.67 years
Age Range: 22.00 to 40.00 years","Patients: 6
Sequences: 6",MRI,Adult,Brain
ds005540,https://openneuro.org/datasets/ds005540/versions/1.0.4,,,the Medical Ethics Committee of Southern University of Science and Technology (Project No.20220174),True,Patient-Level,True,"Avg. Age: 20.98 years
Age Range: 18.00 to 26.00 years","Patients: 60
Sequences: 60",MRI,Adult,Brain
ds005559,https://openneuro.org/datasets/ds005559/versions/1.0.1,,," Ethical Committee of the Medical Research Council, Hungary (ethics approval number: OGYÉI/28291-2/2020)",True,Patient-Level,True,"Avg. Age: 22.55 years
Age Range: 20.00 to 30.00 years","Patients: 42
Sequences: 42",MRI,Adult,Brain
ds005571,https://openneuro.org/datasets/ds005571/versions/1.0.1,https://doi.org/10.1101/2024.04.30.591918,,,True,Patient-Level,True,"Avg. Age: 25.31 years
Age Range: 19.00 to 33.00 years","Patients: 29
Sequences: 29",MRI,Adult,Brain
ds005572,https://openneuro.org/datasets/ds005572/versions/1.0.0,,,,False,,,,"Patients: 48
Sequences: 48",MRI,,Brain
ds005573,https://openneuro.org/datasets/ds005573/versions/1.0.0,,,,False,,,,"Patients: 16
Sequences: 16",MRI,,Brain
ds005576,https://openneuro.org/datasets/ds005576/versions/1.0.0,,,,False,,,,"Patients: 25
Sequences: 25",MRI,,Brain
ds005581,https://openneuro.org/datasets/ds005581/versions/1.0.0,https://www.biorxiv.org/content/10.1101/2022.10.20.513126v1,,NYU University Committee on Activities Involving Human Subjects,True,Patient-Level,True,"Avg. Age: 26.88 years
Age Range: 20.00 to 32.00 years","Patients: 24
Sequences: 24",MRI,Adult,Brain
ds005588,https://openneuro.org/datasets/ds005588/versions/1.0.0,https://doi.org/10.1101/2020.05.25.107300,,"ethics committee of the Medical Faculty of the University of Bonn, Germany: 098/18",True,Patient-Level,False,"Avg. Age: 30.71 years
Age Range: 22.00 to 50.00 years","Patients: 40
Sequences: 40",MRI,Adult,Brain
ds005595,https://openneuro.org/datasets/ds005595/versions/1.0.0,,,,True,Patient-Level,True,"Avg. Age: 61.06 years
Age Range: 36.00 to 100.00 years","Patients: 200
Sequences: 200",MRI,Adult,Brain
ds005596,https://openneuro.org/datasets/ds005596/versions/1.1.1,,,,False,,,,"Patients: 31
Sequences: 31",MRI,,Brain
ds005597,https://openneuro.org/datasets/ds005597/versions/1.0.1,,,,False,,,,"Patients: 4
Sequences: 4",MRI,,Brain
ds005598,https://openneuro.org/datasets/ds005598/versions/1.0.0,,,,False,,,,"Patients: 45
Sequences: 45",MRI,,Brain
ds005600,https://openneuro.org/datasets/ds005600/versions/1.1.0,,,,False,,,,"Patients: 59
Sequences: 59",MRI,,Brain
ds005602,https://openneuro.org/datasets/ds005602/versions/1.0.0,,,,False,,,,"Patients: 542
Sequences: 542",MRI,,Brain
ds005603,https://openneuro.org/datasets/ds005603/versions/1.0.1,,,,False,,,,"Patients: 8
Sequences: 8",MRI,,Brain
ds005604,https://openneuro.org/datasets/ds005604/versions/1.0.1,,,,False,,,,"Patients: 49
Sequences: 49",MRI,,Brain
ds005613,https://openneuro.org/datasets/ds005613/versions/1.0.1,,,Geneva Cantonal Ethics Commission CCER Prot. N. 2021-01004,True,Patient-Level,True,"Avg. Age: 23.35 years
Age Range: 18.20 to 38.50 years","Patients: 101
Sequences: 101",MRI,Adult,Brain
ds005616,https://openneuro.org/datasets/ds005616/versions/1.0.1,,,,True,Patient-Level,False,"Avg. Age: 27.10 years
Age Range: 21.00 to 56.00 years","Patients: 62
Sequences: 62",MRI,Adult,Brain
ds005625,https://openneuro.org/datasets/ds005625/versions/2.0.0,,,,True,Patient-Level,True,"Avg. Age: 47.00 years
Age Range: 47.00 to 47.00 years","Patients: 1
Sequences: 1",MRI,Adult,Brain
ds005628,https://openneuro.org/datasets/ds005628/versions/1.0.0,,,,True,Task/Data Description,,Age Range: 35.00 to 50.00 years,"Patients: 1
Sequences: 1",MRI,Adult,Brain
ds005639,https://openneuro.org/datasets/ds005639/versions/1.0.0,,,,False,,,,"Patients: 49
Sequences: 49",MRI,,Brain
ds005684,https://openneuro.org/datasets/ds005684/versions/1.0.0,,,,True,Patient-Level,True,"Avg. Age: 40.60 years
Age Range: 21.00 to 59.00 years","Patients: 35
Sequences: 35",MRI,Adult,Brain
ds005699,https://openneuro.org/datasets/ds005699/versions/1.0.0,,,,True,Patient-Level,True,"Avg. Age: 41.25 years
Age Range: 29.00 to 50.00 years","Patients: 4
Sequences: 4",MRI,Adult,Brain
ds005700,https://openneuro.org/datasets/ds005700/versions/1.0.2,,,,False,,,,"Patients: 40
Sequences: 40",MRI,,Brain
ds005704,https://openneuro.org/datasets/ds005704/versions/1.0.0,https://doi.org/10.1101/2024.11.26.625465,,,True,Patient-Level,True,"Avg. Age: 25.76 years
Age Range: 21.00 to 32.00 years","Patients: 29
Sequences: 29",MRI,Adult,Brain
ds005713,https://openneuro.org/datasets/ds005713/versions/1.0.1,,,"All patients and healthy controls provided written informed consent to participate in the study, in accordance with the Declaration of Helsinki. Ethics approval for the research protocol was given by local ethic committee of Federal Center of Neurosurgery dated 25.05.21 (protocol # 7). ",True,Patient-Level,True,"Avg. Age: 59.57 years
Age Range: 31.00 to 84.00 years","Patients: 51
Sequences: 51",MRI,Adult,Brain
ds005731,https://openneuro.org/datasets/ds005731/versions/1.0.1,,,,False,,,,"Patients: 114
Sequences: 114",MRI,,Brain
ds005747,https://openneuro.org/datasets/ds005747/versions/1.0.0,,,,True,Patient-Level,True,"Avg. Age: 26.97 years
Age Range: 18.00 to 40.00 years","Patients: 90
Sequences: 90",MRI,Adult,Brain
